,date,close
230,2017-04-17,421.25
231,2017-04-13,429.75
232,2017-04-12,433.38
233,2017-04-11,434.12
234,2017-04-10,428.75
235,2017-04-07,423.62
236,2017-04-06,423.0
237,2017-04-05,430.25
238,2017-04-04,427.25
239,2017-04-03,429.25
240,2017-03-31,425.75
241,2017-03-30,420.75
242,2017-03-29,425.5
243,2017-03-28,424.75
244,2017-03-27,421.25
245,2017-03-24,424.25
246,2017-03-23,421.25
247,2017-03-22,422.25
248,2017-03-21,426.5
249,2017-03-20,430.75
250,2017-03-17,436.75
251,2017-03-16,436.75
252,2017-03-15,436.0
253,2017-03-14,431.0
254,2017-03-13,430.75
255,2017-03-10,442.0
256,2017-03-09,443.75
257,2017-03-08,447.5
258,2017-03-07,456.25
259,2017-03-06,458.75
260,2017-03-03,454.25
261,2017-03-02,453.5
262,2017-03-01,457.25
263,2017-02-28,443.75
264,2017-02-27,438.75
265,2017-02-24,433.0
266,2017-02-23,437.0
267,2017-02-22,441.0
268,2017-02-21,437.0
269,2017-02-17,441.25
270,2017-02-16,447.75
271,2017-02-15,455.0
272,2017-02-14,449.75
273,2017-02-13,451.5
274,2017-02-10,449.75
275,2017-02-09,443.5
276,2017-02-08,432.75
277,2017-02-07,430.0
278,2017-02-06,423.5
279,2017-02-03,430.88
280,2017-02-02,435.25
281,2017-02-01,432.75
282,2017-01-31,421.0
283,2017-01-30,414.25
284,2017-01-27,421.75
285,2017-01-26,426.12
286,2017-01-25,424.25
287,2017-01-24,427.75
288,2017-01-23,433.0
289,2017-01-20,428.0
290,2017-01-19,423.5
291,2017-01-18,431.0
292,2017-01-17,432.75
293,2017-01-13,426.25
294,2017-01-12,425.88
295,2017-01-11,419.0
296,2017-01-10,427.0
297,2017-01-09,427.25
298,2017-01-06,423.0
299,2017-01-05,425.5
300,2017-01-04,418.0
301,2017-01-03,406.38
302,2016-12-30,407.75
303,2016-12-29,404.75
304,2016-12-28,401.75
305,2016-12-27,410.0
306,2016-12-23,394.38
307,2016-12-22,396.75
308,2016-12-21,399.5
309,2016-12-20,403.0
310,2016-12-19,405.25
311,2016-12-16,408.75
312,2016-12-15,409.0
313,2016-12-14,418.25
314,2016-12-13,418.0
315,2016-12-12,416.75
316,2016-12-09,416.0
317,2016-12-08,407.75
318,2016-12-07,401.25
319,2016-12-06,407.0
320,2016-12-05,408.5
321,2016-12-02,403.0
322,2016-12-01,395.75
323,2016-11-30,403.0
324,2016-11-29,408.25
325,2016-11-28,418.0
326,2016-11-25,396.75
327,2016-11-23,401.5
328,2016-11-22,406.25
329,2016-11-21,410.75
330,2016-11-18,408.75
331,2016-11-17,403.25
332,2016-11-16,397.0
333,2016-11-15,399.0
334,2016-11-14,394.0
335,2016-11-11,402.0
336,2016-11-10,405.0
337,2016-11-09,407.75
338,2016-11-08,414.5
339,2016-11-07,408.5
340,2016-11-04,414.25
341,2016-11-03,411.5
342,2016-11-02,418.5
343,2016-11-01,414.0
344,2016-10-31,415.25
345,2016-10-28,408.0
346,2016-10-27,415.0
347,2016-10-26,411.75
348,2016-10-25,404.75
349,2016-10-24,403.5
350,2016-10-21,414.5
351,2016-10-20,417.0
352,2016-10-19,420.0
353,2016-10-18,419.5
354,2016-10-17,424.25
355,2016-10-14,420.75
356,2016-10-13,416.5
357,2016-10-12,397.5
358,2016-10-11,407.25
359,2016-10-10,404.25
360,2016-10-07,395.0
361,2016-10-06,395.25
362,2016-10-05,405.5
363,2016-10-04,395.75
364,2016-10-03,396.75
365,2016-09-30,401.75
366,2016-09-29,399.0
367,2016-09-28,403.38
368,2016-09-27,404.25
369,2016-09-26,396.0
370,2016-09-23,405.25
371,2016-09-22,405.75
372,2016-09-21,408.25
373,2016-09-20,405.75
374,2016-09-19,404.0
375,2016-09-16,403.88
376,2016-09-15,399.5
377,2016-09-14,402.25
378,2016-09-13,400.0
379,2016-09-12,408.75
380,2016-09-09,403.0
381,2016-09-08,406.0
382,2016-09-07,402.5
383,2016-09-06,398.0
384,2016-09-02,399.0
385,2016-09-01,394.62
386,2016-08-31,387.5
387,2016-08-30,392.5
388,2016-08-29,397.25
389,2016-08-26,384.12
390,2016-08-25,401.38
391,2016-08-24,404.5
392,2016-08-23,407.5
393,2016-08-22,415.25
394,2016-08-19,427.5
395,2016-08-18,427.25
396,2016-08-17,426.25
397,2016-08-16,423.5
398,2016-08-15,422.62
399,2016-08-12,422.62
400,2016-08-11,416.0
401,2016-08-10,421.12
402,2016-08-09,416.5
403,2016-08-08,417.0
404,2016-08-05,415.38
405,2016-08-04,404.25
406,2016-08-03,410.0
407,2016-08-02,400.75
408,2016-08-01,406.75
409,2016-07-29,407.25
410,2016-07-28,409.12
411,2016-07-27,415.0
412,2016-07-26,414.88
413,2016-07-25,429.5
414,2016-07-22,426.12
415,2016-07-21,418.25
416,2016-07-20,412.75
417,2016-07-19,418.5
418,2016-07-18,430.25
419,2016-07-15,425.5
420,2016-07-14,433.75
421,2016-07-13,441.0
422,2016-07-12,437.5
423,2016-07-11,430.75
424,2016-07-08,435.5
425,2016-07-07,425.62
426,2016-07-06,429.5
427,2016-07-05,431.5
428,2016-07-01,430.62
429,2016-06-30,448.0
430,2016-06-29,444.25
431,2016-06-28,458.25
432,2016-06-27,459.25
433,2016-06-24,453.25
434,2016-06-23,454.0
435,2016-06-22,458.75
436,2016-06-21,458.12
437,2016-06-20,473.75
438,2016-06-17,481.5
439,2016-06-16,472.5
440,2016-06-15,478.5
441,2016-06-14,484.75
442,2016-06-13,492.0
443,2016-06-10,495.0
444,2016-06-09,509.75
445,2016-06-08,520.0
446,2016-06-07,509.5
447,2016-06-06,507.75
448,2016-06-03,497.75
449,2016-06-02,485.5
450,2016-06-01,473.5
451,2016-05-31,463.75
452,2016-05-27,481.5
453,2016-05-26,480.75
454,2016-05-25,466.25
455,2016-05-24,464.5
456,2016-05-23,462.5
457,2016-05-20,468.25
458,2016-05-19,469.25
459,2016-05-18,481.0
460,2016-05-17,481.5
461,2016-05-16,475.75
462,2016-05-13,474.75
463,2016-05-12,468.0
464,2016-05-11,459.0
465,2016-05-10,462.25
466,2016-05-09,456.25
467,2016-05-06,464.5
468,2016-05-05,463.75
469,2016-05-04,473.0
470,2016-05-03,472.0
471,2016-05-02,487.12
472,2016-04-29,489.25
473,2016-04-28,485.75
474,2016-04-27,482.75
475,2016-04-26,488.25
476,2016-04-25,476.75
477,2016-04-22,467.25
478,2016-04-21,495.88
479,2016-04-20,503.0
480,2016-04-19,485.5
481,2016-04-18,472.5
482,2016-04-15,460.25
483,2016-04-14,458.5
484,2016-04-13,464.25
485,2016-04-12,453.5
486,2016-04-11,447.0
487,2016-04-08,461.5
488,2016-04-07,457.25
489,2016-04-06,463.25
490,2016-04-05,473.5
491,2016-04-04,474.5
492,2016-04-01,475.5
493,2016-03-31,474.5
494,2016-03-30,464.25
495,2016-03-29,477.0
496,2016-03-28,472.0
497,2016-03-24,463.5
498,2016-03-23,463.38
499,2016-03-22,467.38
500,2016-03-21,466.38
501,2016-03-18,463.38
502,2016-03-17,462.38
503,2016-03-16,470.62
504,2016-03-15,477.12
505,2016-03-14,478.62
506,2016-03-11,475.88
507,2016-03-10,476.38
508,2016-03-09,468.12
509,2016-03-08,465.13
510,2016-03-07,463.13
511,2016-03-04,461.38
512,2016-03-03,459.12
513,2016-03-02,450.12
514,2016-03-01,446.12
515,2016-02-29,452.88
516,2016-02-26,452.12
517,2016-02-25,453.12
518,2016-02-24,451.38
519,2016-02-23,455.88
520,2016-02-22,463.88
521,2016-02-19,461.88
522,2016-02-18,462.38
523,2016-02-17,468.88
524,2016-02-16,464.38
525,2016-02-12,457.38
526,2016-02-11,458.38
527,2016-02-10,461.13
528,2016-02-09,457.38
529,2016-02-08,458.38
530,2016-02-05,466.63
531,2016-02-04,472.63
532,2016-02-03,479.88
533,2016-02-02,475.38
534,2016-02-01,475.63
535,2016-01-29,479.38
536,2016-01-28,472.13
537,2016-01-27,476.38
538,2016-01-26,485.13
539,2016-01-25,481.13
540,2016-01-22,475.38
541,2016-01-21,475.38
542,2016-01-20,471.63
543,2016-01-19,474.38
544,2016-01-17,473.38
545,2016-01-15,473.38
546,2016-01-14,468.88
547,2016-01-13,477.88
548,2016-01-12,481.38
549,2016-01-11,469.13
550,2016-01-08,478.38
551,2016-01-07,468.38
552,2016-01-06,462.63
553,2016-01-05,461.38
554,2016-01-04,458.38
555,2015-12-31,469.38
556,2015-12-30,469.63
557,2015-12-29,475.88
558,2015-12-28,466.63
559,2015-12-27,468.0
560,2015-12-24,468.0
561,2015-12-23,469.63
562,2015-12-22,471.63
563,2015-12-21,479.13
564,2015-12-18,486.13
565,2015-12-17,483.88
566,2015-12-16,483.38
567,2015-12-15,493.88
568,2015-12-14,493.38
569,2015-12-11,490.38
570,2015-12-10,495.38
571,2015-12-09,489.63
572,2015-12-08,481.38
573,2015-12-07,482.88
574,2015-12-04,484.63
575,2015-12-03,478.38
576,2015-12-02,467.13
577,2015-12-01,471.38
578,2015-11-30,475.63
579,2015-11-27,479.0
580,2015-11-25,487.63
581,2015-11-24,488.13
582,2015-11-23,497.38
583,2015-11-20,489.13
584,2015-11-19,490.38
585,2015-11-18,483.38
586,2015-11-17,487.75
587,2015-11-16,493.88
588,2015-11-13,496.13
589,2015-11-12,497.63
590,2015-11-11,495.13
591,2015-11-10,491.38
592,2015-11-09,501.63
593,2015-11-06,522.88
594,2015-11-05,525.88
595,2015-11-04,526.38
596,2015-11-03,516.38
597,2015-11-02,507.88
598,2015-10-30,522.13
599,2015-10-29,515.38
600,2015-10-28,505.88
601,2015-10-27,509.13
602,2015-10-26,509.38
603,2015-10-23,490.63
604,2015-10-22,490.88
605,2015-10-21,494.63
606,2015-10-20,490.63
607,2015-10-19,485.38
608,2015-10-16,492.38
609,2015-10-15,502.13
610,2015-10-14,508.38
611,2015-10-13,518.88
612,2015-10-12,506.88
613,2015-10-09,508.13
614,2015-10-08,511.13
615,2015-10-07,516.63
616,2015-10-06,525.88
617,2015-10-05,515.88
618,2015-10-02,512.63
619,2015-10-01,518.0
620,2015-09-30,512.25
621,2015-09-29,503.88
622,2015-09-28,506.13
623,2015-09-25,508.13
624,2015-09-24,497.13
625,2015-09-23,507.63
626,2015-09-22,495.38
627,2015-09-21,496.63
628,2015-09-18,486.63
629,2015-09-17,480.88
630,2015-09-16,488.88
631,2015-09-15,494.88
632,2015-09-14,501.38
633,2015-09-11,485.13
634,2015-09-10,478.13
635,2015-09-09,472.63
636,2015-09-08,475.13
637,2015-09-04,467.13
638,2015-09-03,464.88
639,2015-09-02,479.13
640,2015-09-01,485.63
641,2015-08-31,485.38
642,2015-08-28,477.63
643,2015-08-27,484.75
644,2015-08-26,491.0
645,2015-08-25,496.5
646,2015-08-24,504.25
647,2015-08-21,499.38
648,2015-08-20,504.13
649,2015-08-19,496.25
650,2015-08-18,495.5
651,2015-08-17,500.63
652,2015-08-14,505.88
653,2015-08-13,503.38
654,2015-08-12,493.75
655,2015-08-11,507.13
656,2015-08-10,523.63
657,2015-08-07,510.63
658,2015-08-06,507.13
659,2015-08-05,502.63
660,2015-08-04,493.75
661,2015-08-03,500.88
662,2015-07-31,498.13
663,2015-07-30,497.38
664,2015-07-29,496.0
665,2015-07-28,512.13
666,2015-07-27,502.13
667,2015-07-24,512.38
668,2015-07-23,522.5
669,2015-07-22,516.38
670,2015-07-21,523.88
671,2015-07-20,534.75
672,2015-07-17,554.25
673,2015-07-16,562.63
674,2015-07-15,567.13
675,2015-07-14,570.88
676,2015-07-13,575.5
677,2015-07-10,575.13
678,2015-07-09,577.38
679,2015-07-08,578.25
680,2015-07-07,584.38
681,2015-07-06,594.88
682,2015-07-03,588.25
683,2015-07-02,588.25
684,2015-07-01,587.25
685,2015-06-30,616.63
686,2015-06-29,584.13
687,2015-06-26,560.75
688,2015-06-25,532.38
689,2015-06-24,518.13
690,2015-06-23,522.63
691,2015-06-22,501.75
692,2015-06-19,488.88
693,2015-06-18,487.88
694,2015-06-17,491.63
695,2015-06-16,488.63
696,2015-06-15,488.88
697,2015-06-12,504.25
698,2015-06-11,505.13
699,2015-06-10,512.63
700,2015-06-09,532.75
701,2015-06-08,527.63
702,2015-06-05,517.0
703,2015-06-04,523.13
704,2015-06-03,509.13
705,2015-06-02,512.63
706,2015-06-01,494.75
707,2015-05-29,477.88
708,2015-05-28,487.38
709,2015-05-27,488.25
710,2015-05-26,492.63
711,2015-05-22,515.0
712,2015-05-21,520.5
713,2015-05-20,512.5
714,2015-05-19,510.63
715,2015-05-18,521.88
716,2015-05-15,510.75
717,2015-05-14,514.63
718,2015-05-13,481.63
719,2015-05-12,481.38
720,2015-05-11,481.63
721,2015-05-08,482.38
722,2015-05-07,472.63
723,2015-05-06,479.25
724,2015-05-05,466.75
725,2015-05-04,472.75
726,2015-05-01,473.88
727,2015-04-30,475.38
728,2015-04-29,483.88
729,2015-04-28,476.38
730,2015-04-27,473.88
731,2015-04-24,486.38
732,2015-04-23,498.13
733,2015-04-22,499.13
734,2015-04-21,500.5
735,2015-04-20,498.63
736,2015-04-17,493.13
737,2015-04-16,494.63
738,2015-04-15,490.63
739,2015-04-14,497.5
740,2015-04-13,502.38
741,2015-04-10,526.75
742,2015-04-09,518.88
743,2015-04-08,525.5
744,2015-04-07,526.88
745,2015-04-06,528.38
746,2015-04-02,533.88
747,2015-04-01,528.88
748,2015-03-31,512.88
749,2015-03-30,530.38
750,2015-03-27,507.75
751,2015-03-26,498.63
752,2015-03-25,518.88
753,2015-03-24,523.38
754,2015-03-23,534.63
755,2015-03-20,530.13
756,2015-03-19,511.38
757,2015-03-18,511.13
758,2015-03-17,503.63
759,2015-03-16,515.13
760,2015-03-13,501.25
761,2015-03-12,507.25
762,2015-03-11,498.63
763,2015-03-10,493.88
764,2015-03-09,490.13
765,2015-03-06,482.25
766,2015-03-05,480.63
767,2015-03-04,495.88
768,2015-03-03,504.38
769,2015-03-02,499.88
770,2015-02-27,512.0
771,2015-02-26,500.0
772,2015-02-25,497.13
773,2015-02-24,503.38
774,2015-02-23,503.63
775,2015-02-20,509.88
776,2015-02-19,527.63
777,2015-02-18,528.13
778,2015-02-17,535.0
779,2015-02-13,533.25
780,2015-02-12,520.38
781,2015-02-11,525.13
782,2015-02-10,520.88
783,2015-02-09,529.13
784,2015-02-06,527.38
785,2015-02-05,526.38
786,2015-02-04,512.13
787,2015-02-03,512.88
788,2015-02-02,492.88
789,2015-01-30,503.25
790,2015-01-29,507.75
791,2015-01-28,505.38
792,2015-01-27,518.88
793,2015-01-26,519.75
794,2015-01-23,529.25
795,2015-01-22,533.75
796,2015-01-21,535.88
797,2015-01-20,535.38
798,2015-01-16,531.38
799,2015-01-15,533.88
800,2015-01-14,538.13
801,2015-01-13,547.75
802,2015-01-12,555.25
803,2015-01-09,562.38
804,2015-01-08,567.38
805,2015-01-07,579.13
806,2015-01-06,592.13
807,2015-01-05,588.63
808,2015-01-02,581.13
809,2014-12-31,589.88
810,2014-12-30,603.25
811,2014-12-29,614.38
812,2014-12-28,609.25
813,2014-12-26,609.25
814,2014-12-24,610.38
815,2014-12-23,636.38
816,2014-12-22,624.88
817,2014-12-21,632.88
818,2014-12-19,632.88
819,2014-12-18,653.38
820,2014-12-17,648.88
821,2014-12-16,621.13
822,2014-12-15,618.0
823,2014-12-14,605.75
824,2014-12-12,605.75
825,2014-12-11,596.13
826,2014-12-10,582.13
827,2014-12-09,586.0
828,2014-12-08,596.38
829,2014-12-07,593.38
830,2014-12-05,593.38
831,2014-12-04,588.88
832,2014-12-03,589.63
833,2014-12-02,603.38
834,2014-12-01,607.13
835,2014-11-30,578.38
836,2014-11-28,578.38
837,2014-11-27,562.25
838,2014-11-26,562.25
839,2014-11-25,558.63
840,2014-11-24,549.13
841,2014-11-21,546.63
842,2014-11-20,547.13
843,2014-11-19,538.25
844,2014-11-18,549.38
845,2014-11-17,552.25
846,2014-11-14,560.63
847,2014-11-13,553.63
848,2014-11-12,541.63
849,2014-11-11,524.0
850,2014-11-10,519.13
851,2014-11-07,514.5
852,2014-11-06,520.38
853,2014-11-05,524.75
854,2014-11-04,532.13
855,2014-11-03,539.13
856,2014-10-31,531.25
857,2014-10-30,535.88
858,2014-10-29,538.63
859,2014-10-28,531.5
860,2014-10-27,523.5
861,2014-10-24,518.5
862,2014-10-23,526.5
863,2014-10-22,522.63
864,2014-10-21,519.75
865,2014-10-20,513.63
866,2014-10-17,515.88
867,2014-10-16,518.0
868,2014-10-15,507.75
869,2014-10-14,509.38
870,2014-10-13,505.13
871,2014-10-10,498.75
872,2014-10-09,493.38
873,2014-10-08,507.88
874,2014-10-07,506.88
875,2014-10-06,491.38
876,2014-10-03,486.13
877,2014-10-02,483.75
878,2014-10-01,478.63
879,2014-09-30,478.63
880,2014-09-29,480.88
881,2014-09-26,474.88
882,2014-09-25,474.25
883,2014-09-24,480.38
884,2014-09-23,475.75
885,2014-09-22,476.63
886,2014-09-19,474.0
887,2014-09-18,488.13
888,2014-09-17,499.38
889,2014-09-16,496.88
890,2014-09-15,500.38
891,2014-09-12,502.5
892,2014-09-11,509.13
893,2014-09-10,519.63
894,2014-09-09,528.88
895,2014-09-08,533.75
896,2014-09-05,535.38
897,2014-09-04,529.88
898,2014-09-03,535.38
899,2014-09-02,554.75
900,2014-08-29,563.38
901,2014-08-28,570.88
902,2014-08-27,561.38
903,2014-08-26,555.88
904,2014-08-25,555.63
905,2014-08-22,549.25
906,2014-08-21,546.5
907,2014-08-20,539.5
908,2014-08-19,546.63
909,2014-08-18,542.38
910,2014-08-15,551.63
911,2014-08-14,536.13
912,2014-08-13,527.38
913,2014-08-12,538.25
914,2014-08-11,546.75
915,2014-08-08,547.88
916,2014-08-07,561.63
917,2014-08-06,567.63
918,2014-08-05,552.13
919,2014-08-04,544.88
920,2014-08-03,533.75
921,2014-08-01,533.75
922,2014-07-31,530.38
923,2014-07-30,528.0
924,2014-07-29,520.63
925,2014-07-28,534.88
926,2014-07-25,537.63
927,2014-07-24,529.0
928,2014-07-23,529.88
929,2014-07-22,524.88
930,2014-07-21,530.25
931,2014-07-18,531.75
932,2014-07-17,551.25
933,2014-07-16,538.0
934,2014-07-15,538.25
935,2014-07-14,538.38
936,2014-07-11,525.88
937,2014-07-10,548.63
938,2014-07-09,551.25
939,2014-07-08,555.88
940,2014-07-07,558.25
941,2014-07-06,579.5
942,2014-07-03,579.5
943,2014-07-02,576.63
944,2014-07-01,573.13
945,2014-06-30,576.75
946,2014-06-27,592.88
947,2014-06-26,584.38
948,2014-06-25,584.13
949,2014-06-24,580.0
950,2014-06-23,589.13
951,2014-06-20,584.88
952,2014-06-19,593.88
953,2014-06-18,586.25
954,2014-06-17,581.5
955,2014-06-16,580.38
956,2014-06-13,585.13
957,2014-06-12,584.88
958,2014-06-11,588.88
959,2014-06-10,601.13
960,2014-06-09,614.25
961,2014-06-06,619.38
962,2014-06-05,605.13
963,2014-06-04,613.88
964,2014-06-03,612.13
965,2014-06-02,620.38
966,2014-05-30,628.13
967,2014-05-29,632.25
968,2014-05-28,638.63
969,2014-05-27,640.88
970,2014-05-23,651.88
971,2014-05-22,659.63
972,2014-05-21,663.38
973,2014-05-20,669.13
974,2014-05-19,675.13
975,2014-05-16,674.88
976,2014-05-15,677.88
977,2014-05-14,690.38
978,2014-05-13,709.63
979,2014-05-12,714.88
980,2014-05-11,722.75
981,2014-05-09,722.75
982,2014-05-08,734.63
983,2014-05-07,738.88
984,2014-05-06,738.63
985,2014-05-05,727.38
986,2014-05-02,716.0
987,2014-05-01,708.63
988,2014-04-30,721.5
989,2014-04-29,715.63
990,2014-04-28,708.88
991,2014-04-25,700.88
992,2014-04-24,690.38
993,2014-04-23,676.38
994,2014-04-22,672.38
995,2014-04-21,668.88
996,2014-04-17,690.25
997,2014-04-16,688.0
998,2014-04-15,701.63
999,2014-04-14,678.13
1000,2014-04-11,659.13
1001,2014-04-10,662.25
1002,2014-04-09,668.25
1003,2014-04-08,679.25
1004,2014-04-07,676.63
1005,2014-04-04,670.25
1006,2014-04-03,675.25
1007,2014-04-02,668.63
1008,2014-04-01,685.38
1009,2014-03-31,697.13
1010,2014-03-28,695.13
1011,2014-03-27,710.5
1012,2014-03-26,697.38
1013,2014-03-25,709.38
1014,2014-03-24,713.38
1015,2014-03-21,692.25
1016,2014-03-20,706.38
1017,2014-03-19,715.63
1018,2014-03-18,691.88
1019,2014-03-17,674.63
1020,2014-03-14,686.63
1021,2014-03-13,672.13
1022,2014-03-12,684.13
1023,2014-03-11,658.13
1024,2014-03-10,639.63
1025,2014-03-07,653.5
1026,2014-03-06,646.63
1027,2014-03-05,640.38
1028,2014-03-04,643.25
1029,2014-03-03,634.5
1030,2014-02-28,600.38
1031,2014-02-27,590.38
1032,2014-02-26,605.38
1033,2014-02-25,617.25
1034,2014-02-24,617.25
1035,2014-02-21,609.88
1036,2014-02-20,615.88
1037,2014-02-19,620.38
1038,2014-02-18,612.13
1039,2014-02-14,597.5
1040,2014-02-13,594.5
1041,2014-02-12,585.88
1042,2014-02-11,589.13
1043,2014-02-10,585.5
1044,2014-02-07,577.75
1045,2014-02-06,579.88
1046,2014-02-05,587.0
1047,2014-02-04,585.38
1048,2014-02-03,563.88
1049,2014-01-31,555.0
1050,2014-01-30,553.75
1051,2014-01-29,550.88
1052,2014-01-28,565.88
1053,2014-01-27,563.88
1054,2014-01-24,566.25
1055,2014-01-23,569.88
1056,2014-01-22,561.13
1057,2014-01-21,561.88
1058,2014-01-17,562.88
1059,2014-01-16,572.13
1060,2014-01-15,567.38
1061,2014-01-14,579.38
1062,2014-01-13,572.88
1063,2014-01-10,568.13
1064,2014-01-09,584.5
1065,2014-01-08,587.63
1066,2014-01-07,602.38
1067,2014-01-06,606.13
1068,2014-01-03,606.63
1069,2014-01-02,596.75
